statement_id,text,text_en,conclusions,author
1574,Negative Auswirkungen auf Biodiversität,Negative impact on biodiversity,324(+),upekiuser_4829
1575,Man sollte weniger Konsumieren,One should consume less,350(+),upekiuser_3872
1576,es werden dann bei den Pflanzen nicht mehr alle Sorten angebaut,then not all varieties of the plants are grown,325(-),upekiuser_1568
1577,its a proof,its a proof,360(+),upekiuser_3320
1578,"Bauern müssen gentechnisch veränderte Pflanzen anbauen, um mit den anderen mithalten zu können",Farmers have to grow genetically modified crops to keep up with the others,332(+),upekiuser_866
1579,Biologisch erklärbar,Can be explained biologically,356(+),upekiuser_3572
1580,gentechnik ist nicht richtig erforscht,genetic engineering has not been properly researched,324(+),upekiuser_97
1581,Günstige Lebensmittel bei geringerem PSM Einsatz,Inexpensive food with less use of PPPs,324(-),upekiuser_229
1582,es wird überall so viel entsorgt,so much is disposed of everywhere,331(+),upekiuser_1604
1583,das sollte der allerletzte schritt sein,that should be the very last step,336(+),upekiuser_2910
1584,Einflüsse durch Verbreitung von Insekten. Verdrängung natürlicher Lebensmittel. Vitamingehalt,Influences from the spread of insects. Displacement of natural foods. Vitamin content,324(+),upekiuser_1018
1585,Stimmt Grundsätzlich....nur mit einem grossen ABER. Siehe Gegenargumente,Basically true .... only with a big BUT. See counter arguments,352(+),upekiuser_1018
1586,"Agrar Konzerne wie Monsanto überschwemmen mit ihrem Saatgut die Bauern der 3. Welt.Können dann wenn sie eine Zusammenarbeit mit Monsanto ablehnen,mit Ihren alten Pflanzungsmethoden nicht mithalte","Agricultural corporations like Monsanto flood the farmers of the 3rd world with their seeds. If they refuse to work with Monsanto, they cannot keep up with their old planting methods",333(+),upekiuser_1980
1587,es kann unter Umständen zu Wildwuchs und Verdrängung anderer Pflanzen kommen,under certain circumstances this can lead to wild growth and displacement of other plants,336(+),upekiuser_3303
1588,Ich halte es für unnatürlich,I think it's unnatural,324(+),upekiuser_1067
1589,Wenn eine Firma selbst entscheidet kann es nur dazu führen das der Test immer Posuitiv für die Firma verläuft,"If a company decides for itself, it can only lead to the test always being positive for the company",342(-),upekiuser_2066
1590,Schlecht,Bad,324(+),upekiuser_2474
1591,Menschen könnten lieber nachhaltiger essen,People would prefer to eat more sustainably,345(-),upekiuser_615
1592,es ist schon das wort &quot;Verändert&quot;,it is already the word &quot;changed&quot;,324(+),upekiuser_1371
1593,für die wettbewerbsfähigkeit braucht es keine Gentechnik,Genetic engineering is not required to be competitive,362(-),upekiuser_4183
1594,n kann nicht wissen wie sich das auswi,n can't know how this will turn out,324(+),upekiuser_1397
1595,da kreuzungen nicht konntrolierbar sind,because crossings are not controllable,336(+),upekiuser_1600
1596,das Saatgut kann durch gentechnik negative Eigenschaften verlieren,The seeds can lose negative properties through genetic engineering,333(-),upekiuser_1600
1597,da die bauern dann noch mehr leiden was die preise angeht,because the farmers then suffer even more in terms of prices,332(-),upekiuser_2882
1598,Pflanzenschutzmittel sind das größere Übel,Pesticides are the bigger evil,350(+),upekiuser_503
1599,Die natürlichen Veränderungen und Veränderungen durch Gentechnik kann man nicht vergleichen,The natural changes and changes caused by genetic engineering cannot be compared,356(-),upekiuser_503
1600,die Folgen der veränderten Pflanzen sind noch nicht ausreichend erforscht,the consequences of the modified plants have not yet been adequately researched,324(+),upekiuser_4265
1601,"Man soll die Natur so lassen wie sie ist, war immer noch das beste","One should leave nature as it is, it was still the best",336(+),upekiuser_1547
1602,es gibt dann vielleicht kein zurück mehr,then maybe there is no turning back,326(-),upekiuser_4265
1603,Ich habe es irgendwo gehört,I heard it somewhere,325(+),upekiuser_613
1604,Es ist unbekannt bzw nicht vorhersehbar welche Auswirkungen genetisch veränderte Lebensmittel auf Menchen / Tiere und deren DNA haben,It is unknown or not predictable what effects genetically modified foods have on humans/animals and their DNA,324(+),upekiuser_1261
1605,Der Eingriff in die Natur hat direkte Folgen und indirekte Folgen die nicht vorhersagbar sind,The intervention in nature has direct and indirect consequences that cannot be predicted,336(+),upekiuser_1261
1606,Es zählt nur der Profit und die Macht,Only profit and power count,342(+),upekiuser_1261
1607,hunger wird vermindert,hunger is reduced,354(+),upekiuser_4834
1608,Die Landwirtschaft wird schon heute völlig reglementiert und die Vielfallt damit verhindert,Agriculture is already fully regulated today and this prevents diversity,332(+),upekiuser_1261
1609,Es gibt niemanden ( außer Gott ) der den Verlauf der Manipulationen verraussehen / vorraussagen kann,There is nobody (except God) who can foresee/predict the course of the manipulations,341(+),upekiuser_1261
1610,Der Mensch ist kein Gott,Man is not a god,1604(+),upekiuser_1261
1611,Gentechnik ist nicht die Zukunft oder zumindest keine Gesunde,"Genetic engineering is not the future, or at least not healthy",339(-),upekiuser_1261
1612,Dies sind vollkommen unterschiedliche Aspekte. Die klassische Zucht verändert das Produkt nicht so,These are completely different aspects. Classic breeding doesn't change the product like that,357(-),upekiuser_4578
1613,Natürliche Pflanzenformen werden verdrängt,Natural plant forms are being displaced,336(+),upekiuser_4807
1614,ho,ho,324(+),upekiuser_4807
1615,man weiss halt nicht wie ungesund es wirklich ist,you just don't know how unhealthy it really is,342(+),upekiuser_2110
1616,Effektive Bekämpfung des Hungers auf der Welt,Effective fight against hunger in the world,"354(+),345(+)",upekiuser_3313
1617,Pflanzen halten sich besser- ergo: es kann mehr geerntet werden- der Hunger auf der Welt kann besser bekämpft werden,Plants keep better - ergo: more can be harvested - hunger in the world can be combated better,349(+),upekiuser_3313
1618,Primat der wirtschaflichkeit,Primacy of economy,349(+),upekiuser_4595
1619,Zu starke Abhängigkeit von Konzernen,Too much dependence on corporations,324(+),upekiuser_2759
1620,"Verlust von genetischer Vielfalt, Erhöhung der Anälligkeit auf Krankheiten etc","Loss of genetic diversity, increased susceptibility to disease, etc.",324(+),upekiuser_2759
1621,man weiß nie was man genau isst,you never know what exactly you are eating,342(-),upekiuser_670
1622,"Stimmt in erster Linie, ist aber zeitlich begrenzt","Primarily correct, but is limited in time",349(+),upekiuser_2759
1623,Ackerunkräuter können durch horizontalen Gentransfer davon profitieren und widerstandsfähiger gegenüber Pestiziden etc. sein,Arable weeds can benefit from horizontal gene transfer and be more resistant to pesticides etc.,336(+),upekiuser_2759
1624,Hunger in der Welt,Hunger in the world,354(+),upekiuser_285
1625,Thema Klimawandel und Erdölkonzerne als Beispiel,The subject of climate change and oil companies as an example,342(+),upekiuser_2759
1626,Man kann gezielt neue und verbesserte Produkte herstellen,You can specifically manufacture new and improved products,324(-),upekiuser_5389
1627,Sicherung der Welternärung,Securing world nutrition,324(-),upekiuser_1602
1628,Ohne eigene Forschung sind sie abhängig und müssen dementsprechend zahlen,"Without their own research, they are dependent and have to pay accordingly",339(+),upekiuser_2759
1629,Die Menschheit wächst stetig,Humanity is growing steadily,345(+),upekiuser_2759
1630,es bedarf noch mehr Forschung um eventuelle Schaeden festzustellen,more research is needed to determine any damage,336(+),upekiuser_5389
1631,nur wer mitmacht kann steuern und mitbestimmen,only those who take part can control and have a say,344(+),upekiuser_1602
1632,könnte durch den Klimawandel immens wichtig werden,could become immensely important due to climate change,354(+),upekiuser_2759
1633,nahrungsmittelknappheit bekaempfen,fight food shortages,354(+),upekiuser_5389
1634,Studien hierzu fehlen,There are no studies on this,347(+),upekiuser_5389
1635,man sollte Gentechnik nur gezielt einsetzen,genetic engineering should only be used in a targeted manner,362(-),upekiuser_5389
1636,nur die natur uns pflanzen gibt und dabeisollte es bleiben man sollte nicht in die natur rein pfuschen,only nature gives us plants and should stay that way you shouldn't mess with nature,334(+),upekiuser_3459
1637,Man kann die Langzeitfolgen nicht abschätzen,One cannot estimate the long-term consequences,336(+),upekiuser_2982
1638,wg. rasantms Wachstum der Bevölkerung &amp; Klimawandel,due to rapid population growth &amp; Climate change,354(+),upekiuser_2982
1639,Es können aber auch neue Krankheiten entstehen,But new diseases can also arise,349(-),upekiuser_2982
1640,Langzeitfolgen sind noch nicht bekannt,Long-term consequences are not yet known,342(-),upekiuser_2982
1641,sehe ich genauso,I see it the same way,339(+),upekiuser_2982
1642,Intoleranz ggenüber diesen pflanzen-sowie Allergien,Intolerance to these plant and allergies,324(+),upekiuser_1908
1643,in der Blütezeit regelt das die Natur(Wind ),in the heyday this is regulated by nature (wind),334(+),upekiuser_1908
1644,wegen den Studien,because of the studies,330(+),upekiuser_3600
1645,Es ist wichtig das die pflanzen besser gegen Fäulnis und fraß geschützt werden gentechnisch macht das wir müssen die Weld auch ernähren,It is important that the plants are better protected against rot and being eaten by genetic engineering that we also have to feed the world,324(-),upekiuser_407
1646,Die firmen müssten Ofen sein und besser beeisen,The companies should be ovens and iron better,342(+),upekiuser_407
1647,"habe mich gerade belesen und viel von gift gelesen , welches von den pflanzen abgegeben wird",I have just read a lot and read a lot about poison given off by plants,324(+),upekiuser_1794
1648,Ist bewiesen ungesund/schädlich für den Organismus,Has been proven to be unhealthy / harmful to the organism,324(+),upekiuser_4478
1649,Kapitalismus,capitalism,342(+),upekiuser_4478
1650,Zu allgemein,Too general,336(-),upekiuser_4478
1651,Der vorhandene Ackerboden wird täglich kleiner und die Bevölkerung wächst enorm,The existing arable land is getting smaller every day and the population is growing enormously,345(+),upekiuser_2144
1652,Es ist nicht erwiesen das der mensch davon Krank wird,It has not been proven that people get sick from it,324(-),upekiuser_4649
1653,Es wird doch immer gejammer das viele hungern,It will always complain that so many are starving,345(+),upekiuser_4649
1654,Ich bin nicht davon überzeugt,I am not convinced of it,345(+),upekiuser_1644
1655,Mehr Ertrag,More profit,324(-),upekiuser_638
1656,Gentechnisch veränderte Pflanzen Werden über das Maß hinaus verändert. Z.B das der Bauer aus den Samen keine neuen Pflanzen gewinnen kann. Oder auch das die Pflanzen an Giften oder Krankheiten nicht eingehen. So das wir diese Gifte und Krankheiten zwangsläufig mit konsumieren. Bzw das Gifte zur Zucht bewußt eingesetzt werden (denken wir doch mal an das Entlaubungsmittel &quot;Glyphosat&quot; Das nur von Herstellerkonsern als ungiftig bezeichnet wird,Genetically modified plants are being modified beyond measure. E.g. that the farmer cannot obtain new plants from the seeds. Or that the plants do not die of poisons or diseases. So that we inevitably consume these poisons and diseases. Or the poisons are consciously used for breeding (let's think of the defoliant &quot;glyphosate&quot; which is only described as non-toxic by manufacturer consumers,333(+),upekiuser_4616
1657,man kann so ein Feld nicht abschotten,such a field cannot be sealed off,329(-),upekiuser_1088
1658,"Solange wir noch Unmengen an Lebensmitteln wegwerfen, bedarf es keine gentechnische Produktion","As long as we are throwing away huge amounts of food, there is no need for genetic engineering",324(+),upekiuser_3345
1659,gentechnisch veränderte Pflanzen verändern den biologischen Lebensraum an sich und haben Einfluss auf die natürliche Flora und Fauna,Genetically modified plants change the biological habitat itself and have an impact on the natural flora and fauna,324(+),upekiuser_4675
1660,"es ist nicht möglich, die Verbreitung von gentechnisch veränderten Pflanzen in die Natur zu kontrollieren",it is not possible to control the spread of genetically modified plants into nature,324(+),upekiuser_4675
1661,Welche Auswirkungen hat das auf auf den Menschen,What effects does this have on people?,324(+),upekiuser_2078
1662,Monopolstellung,Monopoly position,328(+),upekiuser_2078
1663,Da es Sinn ergibt,Because it makes sense,339(+),upekiuser_4941
1664,"Ich kann mir nicht vorstellen, dass nur Gentechnik-Labore Tests durchführen. Denn wäre dies der Fall würde nie ein Konzern eine Genehmigung für seine Produkte erhalten, da nicht jeder jedem Alles glaubt. So leichtgläubig ist nun wirklich niemand","I can't imagine only genetic engineering labs doing tests. Because if this were the case, a corporation would never receive approval for its products, since not everyone believes everything. Nobody is really that gullible",342(-),upekiuser_4941
1665,Auch der Anbau gentechnisch veränderter Lebensmittel braucht Platz. Also würde auch hier irgendwann der Platz zur Neige gehen um alle Menschen in Zukunft ernähren zu können,The cultivation of genetically modified food also needs space. So here too the space would run out at some point to be able to feed all people in the future,345(-),upekiuser_4941
1666,Gentechnische veränderte Pflanzen können gesundheitsschädigend sein,Genetically modified plants can be harmful to health,324(+),upekiuser_4691
1667,kann rückgängig gemacht werden,can be reversed,326(+),upekiuser_135
1668,Langfristige Untersuchungen für die Gesundheit der Menschen beim Verzehr von Genpflanzen sind immer noch selten oder nicht aussagekräftig genug,Long-term studies on the health of people when consuming genetically engineered plants are still rare or not conclusive enough,324(+),upekiuser_4844
1669,Unkontrolliert ist hier das Schlüsselwort,The key word here is uncontrolled,336(+),upekiuser_4844
1670,Man kennt die Spätfolgen für den Menschen nicht wenn wir Genetisch veränderte Lebensmittel zu uns nehmen,The long-term consequences for humans are not known when we consume genetically modified foods,324(+),upekiuser_1968
1671,Ich kenne Gentechnik nicht so gut. Bin dagegen,I don't know genetic engineering very well. I'm against it,324(+),upekiuser_4876
1672,"da ich einfach nicht glaube, das in deutschland etwas erlaubt wird, was schädlich wäre",because i just don't believe that something is allowed in germany that would be harmful,353(+),upekiuser_1349
1673,Durch genetisch veränderte Pflanzen lässt sich die Verschiebung und Ungleichgewicht in der Welt etwas korrigieren,The shift and imbalance in the world can be corrected somewhat through genetically modified plants,324(-),upekiuser_714
1674,es trifft meine Sicht,it hits my point of view,345(+),upekiuser_714
1675,"macht die Pflanzen Wiederstandsfähiger gegen Schädlinge, wenn die Schädlingen die Nahrung fehlt Leiden das ganze Ökosystem da diese auch eine Nahrungsquelle für andere Tierarten sind","makes the plants more resistant to pests, if the pests lack food, the whole ecosystem suffers as they are also a food source for other animal species",324(+),upekiuser_1159
1676,es könnten die Felder von Biobauern durch Samenflug kontaminiert werden,the fields of organic farmers could be contaminated by flying seeds,324(+),upekiuser_1042
1677,"Die Beeinflussung, von gentechnischen Anbau, auf Insekten, wild lebende Tiere ist unabsehbar",The influence of genetic engineering on insects and wild animals is incalculable,324(+),upekiuser_1843
1678,Natürliche Planzen entwickeln sich ebenfalls gut,Natural plants also do well,357(-),upekiuser_4208
1679,Deutschland sollte sich auf ökologischen Anbau konzentrieren,Germany should concentrate on organic farming,362(-),upekiuser_4208
1680,Vernichtung der notwendigen Vielfalt von Pflanzen,Destruction of the necessary diversity of plants,324(+),upekiuser_3437
1681,Verunreinigung der Ackerböden und des Grundwassers,Contamination of the arable land and groundwater,324(+),upekiuser_3437
1682,Fehlende echte Prüfung durch Unabhängige,Lack of real independent scrutiny,342(+),upekiuser_3437
1683,"Schwund natürlicher notwendiger Pflanzen, dadurch Schwund von Tierbeständen, etc","Shrinkage of necessary natural plants, resulting in a loss of animal populations, etc.",1680(+),upekiuser_3437
1684,Wird sowas geprüft,Is something checked,1681(+),upekiuser_3437
1685,Vergiftung und Vernichtung üblicher Pflanzen,Poisoning and destruction of common plants,336(+),upekiuser_3437
1686,Kleinbauern können sich das Saatgut nicht leisten und können nicht &quot;produzieren&quot;,Small farmers cannot afford the seeds and cannot &quot;produce&quot;,333(+),upekiuser_3437
1687,Vermutlich,Probably,343(+),upekiuser_3437
1688,kann auch durch mischkultur erreicht werden,can also be achieved through mixed culture,349(-),upekiuser_736
1689,"Führt dazu, dass natürliche Produkte verfälscht werden",Leads to natural products being adulterated,324(+),upekiuser_4396
1690,Die Schere zwischen Arm und Reich wird größer,The gap between rich and poor is growing,339(-),upekiuser_270
1691,Arme Länder sollen nicht noch abhängiger von reichen Ländern werden,Poor countries should not become even more dependent on rich countries,339(+),upekiuser_3449
1692,"Es ist nicht ausreichend aufgeführt, was die negativen Folgen sind, daher kein überzeugendes Argument","It is not sufficiently detailed what the negative consequences are, so it is not a convincing argument",341(-),upekiuser_3449
1693,Ist dem wirklich so? Woher weiß man das,Is that really the case? How do you know that,342(-),upekiuser_3449
1694,"Weil es bei den stetig wachsenden Einwohnerzahlen auf der Welt immer schwieriger wird, alle Menschen angemessen bzw. ausreichend ernähren zu können",Because with the steadily growing population of the world it is becoming more and more difficult to be able to feed all people adequately or adequately,354(+),upekiuser_2068
1695,"Wenn man Pflanzen durch Gentechnik so verändern kann, damit sie auch in wärmeren und trockneren Gegenden wachsen können, dann gibt es automatisch mehr zu essen","If you can use genetic engineering to modify plants so that they can also grow in warmer and drier areas, then there will automatically be more to eat",354(+),upekiuser_2068
1696,Der Mensch greift in ein Ökosystem ein,Humans intervene in an ecosystem,336(+),upekiuser_2966
1697,Nicht überzeugend früher hat auch alles ohne Gentechnik funktioniert,Everything didn't work convincingly before without genetic engineering,352(-),upekiuser_849
1698,"Jeder schimpft über Glyphosat, sind die Pflanzen widerstandsfähiger, kann auf Spritzmittel verzichtet werden","Everyone complains about glyphosate, if the plants are more resilient, there is no need for pesticides",349(+),upekiuser_4840
1699,Langfristige Folgen des Konsums gentechnisch veränderter Pflanzen sind nicht erforscht,Long-term consequences of consuming genetically modified plants have not been researched,324(+),upekiuser_288
1700,Reiche Staaten bekommen ein Monopol auf entsprechendes Saatgut,Rich states get a monopoly on such seeds,339(+),upekiuser_288
1701,Sie könnten natürlich gewachsene Pflanzenarten verdrängen,They could displace naturally grown plant species,336(+),upekiuser_288
1702,"Wenn wir Vorreiter bei Zukunftstechnologie sind, sichern wir den Wohlstand des Landes für die nächsten Jahrzehnte","If we are pioneers in future technology, we will secure the country's prosperity for the next few decades",361(+),upekiuser_3564
1703,Objektive Tests über einen langen Zeitraum sind wichtig um mögliche Folgeschäden zu erkennen,Objective tests over a long period of time are important in order to detect possible consequential damage,342(+),upekiuser_3530
1704,Langzeitfolgen bei den Verbrauchern ist nicht ausreichend erforscht,Long-term effects on consumers have not been adequately researched,324(+),upekiuser_1335
1705,Eingriff in die Schöpfung,Intervention in creation,324(+),upekiuser_3487
1706,Weil man Monsanto und Co .grundsätzliche mißtrauen muss,Because you have to distrust Monsanto and Co. in principle,342(+),upekiuser_3487
1707,weniger pflanzenschutzmittel ist schon mal sehr wichtig,less pesticides is very important,350(+),upekiuser_4233
1708,Man kann nicht wissen wie es sich auf den Menschlichen Körper auswirkt,One cannot know how it will affect the human body,324(+),upekiuser_214
1709,so gesehen ist es schon sinnvoll,from that point of view it makes sense,354(+),upekiuser_214
1710,Neue Kreuzungen die noch nicht bekannt sind,New crossings that are not yet known,336(+),upekiuser_2482
1711,Die Abhängigkeit der Bauern von Großkonzernen ist ein großes Problem,The dependence of the farmers on large corporations is a big problem,332(+),upekiuser_2925
1712,Weil wirtschaftliche Aspekte auch berücksichtgt werden sollten,Because economic aspects should also be taken into account,333(+),upekiuser_3498
1713,Ich finde das da der Mensch nicht Gott spielen sollte und der Natur freien lauf lassen sollte,I think that because humans shouldn't play God and should let nature run free,336(-),upekiuser_1301
1714,weniger Anbaufläche nötig,less cultivation area required,324(-),upekiuser_154
1715,"die Erde erwärmt sich immer mehr, mehr Trockenperioden, Pflanzen müssen darauf abgestimmt werden","the earth warms up more and more, more dry periods, plants have to be adapted to them",354(+),upekiuser_1898
1716,Man möchte ja gerade dein Einsatz vermeiden,One would like to avoid your involvement,337(-),upekiuser_4420
1717,Ich möchte meine Gesundheit ja schützen,I want to protect my health,330(-),upekiuser_4420
1718,Das würde das Gleichgewicht der Natur durcheinander bringen,That would upset the balance of nature,336(-),upekiuser_4420
1719,Gen Honig...für mich das überzeugendste Argument,Gen honey ... for me the most convincing argument,335(-),upekiuser_4420
1720,Kann auch bei falscher bepflanzung mit normalen Pflanzen passieren,Can also happen with incorrect planting with normal plants,327(-),upekiuser_4420
1721,Muss man ja nicht verwenden,You don't have to use it,333(-),upekiuser_4420
1722,Der bereits eingetretene Klimawandel erfordert künftig auch den Anbau von gentechnisch veränderten Pflanzen,The climate change that has already occurred will also require the cultivation of genetically modified plants in the future,324(-),upekiuser_2086
1723,Der Klimawandel macht dies notwendig,Climate change makes this necessary,354(+),upekiuser_2086
1724,es landet zuviel im müll anstatt zu spenden zb,"too much ends up in the garbage instead of donating, for example",331(+),upekiuser_4571
1725,"Durch Gentechnik wird man nur noch irgendwann nur noch wenige genoptimierte Arten haben und zwar die, die den meisten Profit abwerfen","Thanks to genetic engineering, at some point there will only be a few genetically optimized species, namely those that make the most profit",340(+),upekiuser_4294
1726,Weil es für mich ein massiver Eingriff in die Natur ist. Und das geht nie gut,Because for me it is a massive interference with nature. And that never goes well,336(+),upekiuser_3322
1727,"Es steht nicht fest, dass sie gefährlich sind",It is not certain that they are dangerous,347(+),upekiuser_3857
1728,Die Auswirkungen auf den menschlichen Organismus sind nicht ausreichend erforscht,The effects on the human organism have not been adequately researched,324(+),upekiuser_1116
1729,"Schädlinge können auch gegen gentechnisch veränderte Pflanzen resistent werden, so startet nur ein neuer Teufelskreis","Pests can also become resistant to genetically modified plants, which only starts a new vicious circle",324(+),upekiuser_1116
1730,Die Aufnahme dieser Lebensmittel kann unerforschte negative Nebenwirkungen haben,Ingesting these foods can have unexplored negative side effects,1728(+),upekiuser_1116
1731,Auch Schädlinge und Krankheiten können sich anpassen,Pests and diseases can also adapt,349(-),upekiuser_1116
1732,"Wenn sich alle Menschen vegan ernähren würden, müsste niemand hunger leiden und Gentechnik bräcute dann auch keiner mehr","If everyone were to follow a vegan diet, nobody would have to go hungry and genetic engineering would no longer fry",345(+),upekiuser_4744
1733,Ich halte gentechnik generell für schädlich. Aus diesem grund bin ich gegen gentechnik,I think genetic engineering is generally harmful. For this reason I am against genetic engineering,330(-),upekiuser_1791
1734,"Es ist nicht absehbar, wie sich Genveränderungen in der Zukunft auswirken",It is not foreseeable how genetic changes will affect the future,335(+),upekiuser_4646
1735,Die Verbreitung veränderter Gene ist nicht steuerbar,The spread of altered genes cannot be controlled,335(+),upekiuser_4646
1736,"das sieht man an den tieren, dei sich unkntrolliert ausbreiten, wie zb der Ochsenfrosch","You can see this in animals that spread uncontrollably, such as the bullfrog",336(+),upekiuser_4109
1737,Pflanzen aus anderen Gegenden könnten sich ausbreiten und nicht-gentechnisch veränderte dominieren,Plants from other areas could spread and dominate non-genetically modified ones,354(-),upekiuser_1988
1738,Unabsehbare Gesundheitsfolgen,Unpredictable health consequences,324(+),upekiuser_1998
1739,"Keiner weiß, welchen Schaden wir dadurch anrichten. Schließlich hat die Natur sich selbst entwickelt und es ist nicht richtig daran Einfluß zu nehmen. Es ist alles in der Natur komplex und wir dürfen uns nichts anmaßen. Besser sollten wir die negativen Ursachen beseitigen","Nobody knows what harm we are doing as a result. After all, nature has developed itself and it is not right to influence it. Everything in nature is complex and we cannot presume anything. Better to eliminate the negative causes",324(+),upekiuser_3838
1740,Besser den Klimawandel und die Umweltverschmutzung stoppen,Better stop climate change and pollution,354(-),upekiuser_3838
1741,"Der Klimawandel schafft immer mehr trockene Regionen, es ist daher wichtig, dass wir das anpassen","Climate change is creating more and more dry regions, so it is important that we adapt",354(+),upekiuser_2597
1742,"Die Frage ist, ob in trockenen Regionen der Lebensstandard die Nutzung von Gentechnik zulässt",The question is whether the standard of living in arid regions allows the use of genetic engineering,354(-),upekiuser_2597
1743,"Es stimmt, dass Gentechnik auch positive Seiten hat",It is true that genetic engineering also has positive sides,349(+),upekiuser_2764
1744,Es ist noch nicht vollständig erforscht was passieren kann,It has not yet been fully explored what can happen,336(+),upekiuser_1593
1745,Man kann kontrollierte Tiernarung anbauen,You can grow controlled animal sanitation,348(+),upekiuser_1196
1746,Mann kann schnellwachsende Pflanzen anbauen um sie zur Energieproduktion zu nutzen,You can grow fast growing plants to use them for energy production,358(+),upekiuser_1196
1747,Dass die Artenvielfalt durch gentechnische pflanzen gefährdet ist,That biodiversity is endangered by genetic engineering,336(+),upekiuser_2804
1748,das sich Pflanzenkrankheitem ausbreiten und die komplette Ernte vernichtet werden muss und diese übertragbar ist,that plant diseases spread and the entire harvest must be destroyed and this is transferable,336(+),upekiuser_2356
1749,Ablehung erfolgt nur aus Ideologie,Rejection is only based on ideology,324(-),upekiuser_566
1750,"Ich befürchte einen Zauberlehrling-Effekr: Die Geister, die wir rufen",I fear a sorcerer's apprentice effect: the spirits we call,324(+),upekiuser_4337
1751,Weil das so ist,Because it is like that,339(+),upekiuser_378
1752,die risiken oft erst nach einer langen zeit zum tragen kommen und am anfang nicht oder noch nicht zum tragen kommen,the risks often only come to fruition after a long period of time and do not or not yet come to fruition at the beginning,326(-),upekiuser_829
1753,es schneller ist eine genügsame pflanze zu bauen als zuzüchten,it is faster to build a frugal plant than to grow it,354(+),upekiuser_4082
1754,geburtenkontrolle hilft,birth control helps,345(-),upekiuser_4082
1755,"Es würde genügend Nahrung für alle geben, wenn diese gerecht verteilt würde und nicht durch Wegwerfmentalität und Überproduktion in einigen Teilen der Welt verschwendet würde",There would be enough food for everyone if it were fairly distributed and not wasted in some parts of the world due to the throwaway mentality and overproduction,345(-),upekiuser_5046
1756,Genetisch veränderte Pflanzen brauchen leider nicht weniger Pflanzenschutzmittel,"Unfortunately, genetically modified plants do not need fewer pesticides",324(+),upekiuser_5392
1757,"Die Studien werden so gefälscht, wie deer Auftraggeber das Ergebnis wünscht",The studies are falsified in the way the client wants the result,342(+),upekiuser_226
1758,"Es macht mir Angst, dass Menschen sehr skrupellos sein können, so dass es in dieser Beziehung von meiner Seite kein Vertrauen aufgebaut werden kann","It scares me that people can be very unscrupulous, so that no trust can be built on my part in this relationship",324(+),upekiuser_4326
1759,Geld regiert die Welt,Money makes the world go round,332(+),upekiuser_4326
1760,wissenschaftlich erwiesen,scientifically proven,330(-),upekiuser_120
1761,MAN WEIS WENN DIE BIENE STRIBT DR MENSCH,YOU KNOW WHEN THE BEE DIES DR MAN,335(+),upekiuser_2001
1762,Die Folgen für den Mensch und die Natur zu wenig erforscht,Too little researched into the consequences for humans and nature,324(+),upekiuser_2237
1763,Man weiß nicht welche Auswirkungen sich die Gen Technik wirklich auf den Menschen zeigt,It is not known what effects gene technology really has on humans,324(+),upekiuser_1098
1764,Sicher wäre es gut für die wachsende Weltbevölkerung(keine Hungersnöte),Sure it would be good for the growing world population (no famines),324(-),upekiuser_1098
1765,"Erträge werden gesteigert, weniger Spritzmittel werden benötigt, die Masse senkt den Preis des Saatguts","Yields are increased, fewer pesticides are required, the mass lowers the price of the seeds",333(+),upekiuser_2237
1766,"Es sieht für unser Klima immer schlechter aus (Dürre,Unwetter)von daher ist die Gentechnik vielleicht nicht verkehrt","It looks increasingly worse for our climate (drought, storms), so genetic engineering is perhaps not wrong",349(+),upekiuser_1098
1767,Es ist bisher nicht nachgewiesen wie sich genveränderte Nahrung auf die Gesundheit auswirkt,It has not yet been proven how genetically modified food affects health,324(+),upekiuser_2008
1768,"Vielleicht schaffen wir es endlich den Hunger in der Welt zu stoppen, dafür müsste die derzeitige Hilfe auch besser eingesetzt werden","Maybe we will finally be able to stop hunger in the world, and the current aid should be better used for this",324(-),upekiuser_3479
1769,"Der Mensch hält den Planeten für ein Versuchslabor.Schäden durch Gentechnik (Atommüll,Antibiotika im Trinkwasser,Mikroplastik,Klimawandel-immer schön in Urlaub fliegen/Kreuzfahrten,KI Überwachungsstaat)können kaum noch rückgängig gemacht werden","Humans consider the planet to be an experimental laboratory. Damage caused by genetic engineering (nuclear waste, antibiotics in drinking water, microplastics, climate change - always nice to go on vacation / cruises, AI surveillance state) can hardly be undone",324(+),upekiuser_1716
1770,"Weil derSamen immer wieder neu gekauft werden muß, erdarf nicht selber gezüchtet werden","Because the seed has to be bought again and again, it is not allowed to breed it yourself",339(+),upekiuser_2008
1771,Es ist halt unsere Zukunft. Wir entwickeln uns weiter und können sowas nicht mehr aufhalten,It's just our future. We continue to develop and can no longer stop that,324(-),upekiuser_3479
1772,"Wenn wir den armen Ländern helfen solche Pflanzen anzubauen, haben die mehr zu Essen","If we help poor countries to grow such crops, they will have more to eat",1768(+),upekiuser_3479
